Timestamp,EAR,MAR
1757858167.4369051,1.2090388346081922,0.01456763772883935
1757858167.549413,1.238614695013791,0.008105075940824338
1757858167.590992,1.230865914599033,0.00534986850091682
1757858167.6116774,1.2464800908920484,0.004670170283472789
1757858167.642684,1.2235487467350499,0.005691516208063456
1757858167.6606767,1.2164563428563304,0.003913456902514367
1757858167.687723,1.2324831036238455,0.00830900445270444
1757858167.7094893,1.2382819162928302,0.007861240322447375
1757858167.7300248,1.2240756462456392,0.004560614101248625
1757858167.7498257,1.2198926555520493,0.005618940127516407
1757858167.8098829,1.2468340843260566,0.0038684068692198675
1757858167.8310792,1.250720053932942,0.004944089211084836
1757858167.8697608,1.2590384960766443,0.0025302105108948045
1757858167.8897734,1.2599731781460681,0.0037428651702582304
1757858167.9347937,1.2302316908066073,0.010974857907218524
1757858167.9537933,1.2395509884269917,0.011391500181766056
1757858167.9995317,1.2307924893242577,0.0055652390962829335
1757858168.0339863,1.2411799977213485,0.0034279973443461305
1757858168.0764635,1.254090727637908,0.009329114416908885
1757858168.1024876,1.2495893822872697,0.007525506543775756
1757858168.1324844,1.255796033066051,0.004823535622212947
1757858168.1574764,1.2488759022880438,0.003412063722586001
1757858168.204121,1.2831726861889368,0.010794544688864222
1757858168.2222319,1.2811870160640944,0.00802939976271393
1757858168.277239,1.2806342463519997,0.008261130635452519
1757858168.3000927,1.287175186461711,0.0036426163516673615
1757858168.346115,1.2752892502220843,0.006858426188975996
1757858168.3707187,1.273604490817435,0.006053250969670015
1757858168.4002771,1.2960994425026304,0.008156526020576484
1757858168.4201865,1.287558574919613,0.009647065225041341
1757858168.4646204,1.2879289878301685,0.003109935161987308
1757858168.4926462,1.278874291430982,0.00451467654241455
1757858168.5266695,1.2806233930425204,0.00944513130001118
1757858168.5495777,1.2759351962561358,0.01101942081258194
1757858168.6070886,1.2147879611237147,0.00480433227086131
1757858168.6311128,1.2158593089470904,0.0051104851786365
1757858168.6711285,1.1874608330711802,0.007535216412211233
1757858168.6911488,1.181417253064645,0.009694410841757527
1757858168.7330756,1.174402724039063,0.012320557531730643
1757858168.7573855,1.1800907608530675,0.007233804790378055
1757858168.79796,1.1988877667755453,0.006089238269864275
1757858168.817952,1.1873537528587212,0.005914316792209923
1757858168.8589509,1.165726099404801,0.012855149603573876
1757858168.8799627,1.1451861899726024,0.011803372801554697
1757858168.9395704,1.168397815141572,0.03648283780185389
1757858168.9586182,1.1702183665975343,0.007946602317345501
1757858169.0055926,1.186807996239461,0.008765881031489701
1757858169.0279703,1.1977926905865588,0.0068603738268611094
1757858169.07201,1.1866120540448355,0.009224332977199764
1757858169.0880773,1.1964526763088053,0.008076273039902918
1757858169.13503,1.1904166897643367,0.010599759513293996
1757858169.1532812,1.1745054649228144,0.00597546118107394
1757858169.1945782,1.2053515307090272,0.004874259244302685
1757858169.2112281,1.2006137259092862,0.006665361998269682
1757858169.2547328,1.2020031795333355,0.03885150063782849
1757858169.2778273,1.2103712148914247,0.011277078819226748
1757858169.3400087,1.2137184310306934,0.011557035787665341
1757858169.3601086,1.2178567156299782,0.012327674088174739
1757858169.403738,1.2031779201268544,0.008459242209793962
1757858169.4247317,1.2094566711349564,0.011246075788088762
1757858169.4701,1.2017048678284543,0.0123340470002131
1757858169.4913251,1.208810758772231,0.009526866293583293
